Order ID,Order Date,Region,Segment,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-1255,2023-02-16,East,Consumer,Office Supplies,Binders,Binders Item 42,1230.7,10,0.1,62.7
ORD-1256,2024-10-04,East,Corporate,Furniture,Furnishings,Furnishings Item 42,1866.13,9,0.1,596.49
ORD-1257,2024-02-20,West,Home Office,Technology,Copiers,Copiers Item 5,99.99,5,0.2,-18.42
ORD-1258,2024-03-01,West,Corporate,Office Supplies,Binders,Binders Item 14,759.16,8,0.2,217.37
ORD-1259,2023-11-23,Central,Home Office,Technology,Accessories,Accessories Item 9,1974.68,6,0.2,-216.72
ORD-1260,2024-04-22,Central,Consumer,Technology,Phones,Phones Item 29,1192.32,2,0.1,34.02
ORD-1261,2023-10-25,East,Consumer,Furniture,Tables,Tables Item 27,1940.13,7,0.3,592.27
ORD-1262,2023-11-17,Central,Home Office,Furniture,Tables,Tables Item 32,1678.27,4,0.0,136.3
ORD-1263,2024-05-24,South,Corporate,Office Supplies,Art,Art Item 26,835.49,1,0.0,-30.04
ORD-1264,2024-08-20,West,Consumer,Office Supplies,Art,Art Item 4,122.19,6,0.0,38.96
ORD-1265,2024-07-03,South,Corporate,Technology,Copiers,Copiers Item 28,1627.67,1,0.0,650.79
ORD-1266,2024-01-10,Central,Corporate,Furniture,Bookcases,Bookcases Item 4,1993.31,1,0.2,265.63
ORD-1267,2023-10-23,Central,Home Office,Office Supplies,Paper,Paper Item 33,1540.28,2,0.2,565.07
ORD-1268,2023-04-10,East,Consumer,Technology,Machines,Machines Item 22,1700.8,7,0.1,-87.75
ORD-1269,2024-09-08,West,Consumer,Office Supplies,Storage,Storage Item 33,906.58,9,0.2,-111.06
ORD-1270,2024-12-31,East,Consumer,Furniture,Chairs,Chairs Item 34,1908.56,6,0.2,312.44
ORD-1271,2024-09-19,West,Corporate,Technology,Accessories,Accessories Item 26,465.0,6,0.0,94.4
ORD-1272,2024-06-05,Central,Home Office,Office Supplies,Storage,Storage Item 46,1240.08,9,0.2,18.47
ORD-1273,2024-01-13,South,Consumer,Office Supplies,Storage,Storage Item 27,235.98,6,0.0,47.89
ORD-1274,2024-04-30,East,Home Office,Office Supplies,Storage,Storage Item 37,1045.41,5,0.3,275.35
ORD-1275,2024-06-20,South,Consumer,Furniture,Chairs,Chairs Item 10,1045.13,10,0.2,325.36
ORD-1276,2024-12-18,East,Home Office,Office Supplies,Paper,Paper Item 2,1108.29,2,0.0,151.35
ORD-1277,2024-02-27,South,Consumer,Technology,Machines,Machines Item 33,1754.54,4,0.2,73.85
ORD-1278,2023-05-22,East,Home Office,Office Supplies,Art,Art Item 36,276.69,9,0.0,-50.56
ORD-1279,2023-06-27,South,Corporate,Technology,Copiers,Copiers Item 22,1512.72,8,0.3,260.47
ORD-1280,2024-05-10,Central,Home Office,Office Supplies,Storage,Storage Item 18,1411.12,4,0.0,-101.91
ORD-1281,2023-10-23,West,Corporate,Office Supplies,Storage,Storage Item 21,281.38,4,0.2,-53.82
ORD-1282,2023-05-05,Central,Corporate,Technology,Machines,Machines Item 25,707.67,10,0.3,108.95
ORD-1283,2023-02-13,West,Corporate,Technology,Machines,Machines Item 23,790.57,5,0.0,49.4
ORD-1284,2023-07-26,South,Consumer,Technology,Machines,Machines Item 36,1809.28,9,0.1,16.2
ORD-1285,2024-09-22,West,Consumer,Office Supplies,Storage,Storage Item 16,1032.84,10,0.0,279.06
ORD-1286,2023-04-13,West,Consumer,Furniture,Tables,Tables Item 46,799.12,7,0.1,138.45
ORD-1287,2024-07-17,West,Consumer,Technology,Phones,Phones Item 42,1726.1,3,0.2,638.16
ORD-1288,2023-11-25,West,Corporate,Technology,Copiers,Copiers Item 50,302.68,5,0.0,107.74
ORD-1289,2024-03-03,East,Consumer,Furniture,Tables,Tables Item 26,989.31,3,0.0,-44.57
ORD-1290,2023-01-10,Central,Consumer,Technology,Accessories,Accessories Item 39,923.68,5,0.3,358.41
ORD-1291,2024-10-18,Central,Corporate,Furniture,Bookcases,Bookcases Item 32,990.31,9,0.3,-2.72
ORD-1292,2023-04-26,Central,Consumer,Furniture,Furnishings,Furnishings Item 47,1270.47,6,0.0,-71.04
ORD-1293,2023-12-12,West,Consumer,Technology,Machines,Machines Item 44,160.97,5,0.3,-19.75
ORD-1294,2024-06-11,South,Corporate,Furniture,Tables,Tables Item 26,264.81,6,0.0,-28.83
ORD-1295,2024-05-03,West,Consumer,Office Supplies,Binders,Binders Item 1,286.27,6,0.0,52.82
ORD-1296,2023-10-01,West,Corporate,Technology,Copiers,Copiers Item 38,371.94,6,0.1,2.75
ORD-1297,2024-01-04,Central,Home Office,Office Supplies,Binders,Binders Item 43,1794.61,4,0.0,151.42
ORD-1298,2024-02-20,Central,Consumer,Furniture,Furnishings,Furnishings Item 45,1338.44,9,0.1,-129.3
ORD-1299,2023-08-15,Central,Home Office,Furniture,Bookcases,Bookcases Item 31,392.66,4,0.0,-68.9
ORD-1300,2024-12-19,Central,Corporate,Furniture,Furnishings,Furnishings Item 49,346.18,9,0.2,-11.37
ORD-1301,2024-09-02,West,Home Office,Office Supplies,Paper,Paper Item 29,362.25,2,0.3,-53.17
ORD-1302,2023-04-25,East,Home Office,Office Supplies,Storage,Storage Item 33,250.07,1,0.3,19.12
ORD-1303,2024-06-16,West,Corporate,Furniture,Tables,Tables Item 44,420.6,8,0.0,7.81
ORD-1304,2024-04-01,East,Home Office,Furniture,Furnishings,Furnishings Item 9,1011.8,1,0.2,216.76
ORD-1305,2023-03-01,South,Home Office,Office Supplies,Art,Art Item 44,88.23,9,0.2,24.67
ORD-1306,2023-01-04,South,Corporate,Technology,Phones,Phones Item 5,1259.52,4,0.3,-190.12
ORD-1307,2023-03-07,Central,Home Office,Furniture,Furnishings,Furnishings Item 5,1748.42,9,0.0,616.36
ORD-1308,2023-07-04,Central,Corporate,Technology,Phones,Phones Item 24,131.55,3,0.2,-4.46
ORD-1309,2023-03-24,South,Corporate,Technology,Copiers,Copiers Item 42,1614.34,9,0.0,401.9
ORD-1310,2024-02-07,West,Home Office,Technology,Phones,Phones Item 47,377.2,9,0.0,-28.06
ORD-1311,2024-04-19,East,Corporate,Furniture,Chairs,Chairs Item 35,747.24,9,0.2,67.78
ORD-1312,2023-12-21,West,Corporate,Technology,Accessories,Accessories Item 13,1240.33,3,0.1,26.48
ORD-1313,2024-03-05,East,Home Office,Office Supplies,Binders,Binders Item 16,930.44,10,0.0,231.2
ORD-1314,2023-02-04,East,Home Office,Furniture,Chairs,Chairs Item 44,83.0,8,0.3,-4.03
ORD-1315,2023-02-15,West,Home Office,Office Supplies,Binders,Binders Item 15,1429.57,7,0.2,481.94
ORD-1316,2024-05-30,East,Consumer,Office Supplies,Paper,Paper Item 47,1028.24,5,0.0,122.64
ORD-1317,2023-11-06,Central,Consumer,Office Supplies,Storage,Storage Item 15,223.27,3,0.3,15.28
ORD-1318,2024-07-24,Central,Consumer,Technology,Machines,Machines Item 41,1069.91,10,0.0,-58.33
ORD-1319,2023-12-19,South,Consumer,Office Supplies,Art,Art Item 21,545.79,7,0.3,14.39
ORD-1320,2023-11-04,South,Consumer,Office Supplies,Art,Art Item 49,49.94,7,0.0,-0.34
ORD-1321,2023-11-04,West,Consumer,Office Supplies,Art,Art Item 4,430.78,3,0.2,-1.51
ORD-1322,2024-06-26,South,Home Office,Office Supplies,Art,Art Item 16,248.33,3,0.2,83.02
ORD-1323,2023-03-22,Central,Home Office,Technology,Accessories,Accessories Item 6,1191.25,8,0.1,247.14
ORD-1324,2024-01-22,East,Corporate,Office Supplies,Paper,Paper Item 3,1580.45,10,0.3,156.57
ORD-1325,2023-08-02,West,Corporate,Furniture,Tables,Tables Item 1,182.97,6,0.1,22.37
ORD-1326,2024-05-05,East,Home Office,Furniture,Tables,Tables Item 46,1177.81,4,0.3,291.23
ORD-1327,2023-11-26,West,Home Office,Furniture,Furnishings,Furnishings Item 30,869.0,5,0.2,-107.28
ORD-1328,2024-01-04,Central,Corporate,Office Supplies,Storage,Storage Item 30,574.71,9,0.2,10.26
ORD-1329,2024-01-15,Central,Consumer,Furniture,Furnishings,Furnishings Item 3,1295.38,6,0.2,184.55
ORD-1330,2023-09-25,West,Consumer,Office Supplies,Paper,Paper Item 38,718.63,9,0.3,281.64
ORD-1331,2023-07-20,Central,Consumer,Office Supplies,Art,Art Item 25,1215.49,6,0.0,-70.09
ORD-1332,2024-11-01,South,Home Office,Office Supplies,Paper,Paper Item 49,212.55,6,0.1,-23.02
ORD-1333,2023-12-27,South,Consumer,Technology,Copiers,Copiers Item 47,499.46,3,0.0,-51.74
ORD-1334,2024-10-19,West,Home Office,Office Supplies,Art,Art Item 3,381.27,1,0.3,-11.04
ORD-1335,2023-05-21,East,Corporate,Furniture,Chairs,Chairs Item 46,355.01,4,0.0,120.01
ORD-1336,2024-04-11,West,Home Office,Furniture,Chairs,Chairs Item 40,169.67,6,0.0,19.46
ORD-1337,2023-01-07,South,Consumer,Office Supplies,Art,Art Item 27,826.69,9,0.3,321.94
ORD-1338,2023-10-21,Central,Home Office,Furniture,Chairs,Chairs Item 45,232.96,1,0.3,9.02
ORD-1339,2023-04-09,West,Consumer,Office Supplies,Art,Art Item 16,1939.25,9,0.0,619.21
ORD-1340,2024-02-11,Central,Corporate,Furniture,Bookcases,Bookcases Item 26,1635.97,2,0.1,-74.04
ORD-1341,2024-12-01,West,Corporate,Technology,Accessories,Accessories Item 6,350.07,2,0.0,70.43
ORD-1342,2024-05-02,South,Home Office,Technology,Copiers,Copiers Item 45,1859.46,1,0.0,249.27
ORD-1343,2024-10-22,South,Corporate,Furniture,Chairs,Chairs Item 7,1147.51,6,0.3,
ORD-1344,2024-12-09,West,Consumer,Office Supplies,Binders,Binders Item 18,1541.29,10,0.2,-135.28
ORD-1345,2024-07-31,Central,Home Office,Furniture,Chairs,Chairs Item 21,654.12,1,0.0,36.15
ORD-1346,2024-02-12,West,Home Office,Furniture,Tables,Tables Item 11,1020.14,2,0.1,-55.65
ORD-1347,2024-07-07,South,Home Office,Office Supplies,Paper,Paper Item 49,238.53,6,0.2,39.68
ORD-1348,2023-12-21,East,Home Office,Office Supplies,Paper,Paper Item 28,584.37,1,0.0,86.92
ORD-1349,2024-09-20,Central,Home Office,Furniture,Chairs,Chairs Item 50,317.18,10,0.2,28.13
ORD-1350,2024-05-17,Central,Corporate,Technology,Phones,Phones Item 36,1069.85,4,0.1,-180.7
ORD-1351,2024-08-22,West,Home Office,Technology,Copiers,Copiers Item 50,679.84,7,0.0,-81.14
ORD-1352,2023-03-17,West,Home Office,Office Supplies,Storage,Storage Item 10,136.12,2,0.1,53.63
ORD-1353,2024-01-05,South,Corporate,Technology,Accessories,Accessories Item 1,651.48,2,0.0,186.27
ORD-1354,2023-04-15,Central,Corporate,Technology,Copiers,Copiers Item 12,516.73,3,0.0,107.95
ORD-1355,2023-01-27,South,Consumer,Technology,Copiers,Copiers Item 36,1522.85,2,0.1,239.67
ORD-1356,2023-10-26,South,Consumer,Furniture,Bookcases,Bookcases Item 50,948.44,7,0.2,
ORD-1357,2024-01-25,West,Home Office,Furniture,Tables,Tables Item 18,704.25,3,0.0,251.92
ORD-1358,2023-03-06,South,Consumer,Technology,Machines,Machines Item 18,1662.93,3,0.2,630.28
ORD-1359,2024-01-05,South,Consumer,Technology,Machines,Machines Item 47,257.35,5,0.0,61.38
ORD-1360,2023-04-20,West,Corporate,Office Supplies,Art,Art Item 1,1877.3,3,0.1,-171.32
ORD-1361,2024-03-26,South,Corporate,Technology,Machines,Machines Item 42,142.33,6,0.2,34.82
ORD-1362,2024-09-09,Central,Corporate,Office Supplies,Paper,Paper Item 21,1153.2,4,0.2,351.84
ORD-1363,2024-12-12,Central,Corporate,Furniture,Furnishings,Furnishings Item 16,288.15,8,0.3,79.86
ORD-1364,2024-01-09,Central,Corporate,Technology,Copiers,Copiers Item 13,411.24,2,0.3,-41.87
ORD-1365,2024-04-17,East,Home Office,Office Supplies,Paper,Paper Item 19,336.89,4,0.2,97.28
ORD-1366,2024-05-26,South,Home Office,Office Supplies,Binders,Binders Item 16,1333.74,3,0.1,151.83
ORD-1367,2023-03-17,South,Corporate,Technology,Accessories,Accessories Item 31,724.07,8,0.3,236.28
ORD-1368,2023-02-07,South,Home Office,Office Supplies,Art,Art Item 39,790.97,6,0.3,229.35
ORD-1369,2024-11-04,East,Consumer,Office Supplies,Binders,Binders Item 42,883.88,6,0.0,23.13
ORD-1370,2024-03-16,South,Corporate,Office Supplies,Binders,Binders Item 7,930.73,2,0.0,-17.85
ORD-1371,2024-01-19,West,Corporate,Technology,Accessories,Accessories Item 50,1497.74,7,0.2,152.22
ORD-1372,2024-05-09,Central,Consumer,Office Supplies,Paper,Paper Item 27,472.1,2,0.1,160.39
ORD-1373,2023-11-16,West,Corporate,Furniture,Chairs,Chairs Item 14,773.94,6,0.2,97.62
ORD-1374,2023-04-10,Central,Corporate,Office Supplies,Art,Art Item 21,1813.88,8,0.2,316.6
ORD-1375,2023-04-28,East,Home Office,Furniture,Bookcases,Bookcases Item 42,242.63,1,0.1,88.29
ORD-1376,2023-06-28,West,Home Office,Furniture,Tables,Tables Item 22,1259.14,9,0.0,1.19
ORD-1377,2024-02-19,South,Consumer,Office Supplies,Art,Art Item 41,287.15,3,0.0,79.37
ORD-1378,2024-09-20,South,Consumer,Office Supplies,Art,Art Item 38,1243.94,4,0.2,149.37
ORD-1379,2023-08-08,East,Home Office,Technology,Copiers,Copiers Item 49,1788.85,4,0.1,488.64
ORD-1380,2023-07-11,East,Home Office,Office Supplies,Binders,Binders Item 13,311.83,6,0.1,-4.04
ORD-1381,2024-05-16,Central,Home Office,Technology,Phones,Phones Item 39,504.49,9,0.1,124.29
ORD-1382,2023-12-27,East,Corporate,Technology,Copiers,Copiers Item 12,76.73,8,0.3,10.89
ORD-1383,2023-05-18,East,Home Office,Office Supplies,Storage,Storage Item 16,1527.29,6,0.0,497.99
ORD-1384,2024-12-11,West,Corporate,Technology,Phones,Phones Item 25,690.74,3,0.3,202.22
ORD-1385,2023-07-10,South,Corporate,Technology,Accessories,Accessories Item 45,230.16,8,0.3,70.86
ORD-1386,2023-10-23,West,Corporate,Office Supplies,Paper,Paper Item 21,263.7,3,0.0,10.12
ORD-1387,2024-05-11,Central,Consumer,Technology,Phones,Phones Item 25,1596.62,3,0.0,-175.71
ORD-1388,2024-05-18,South,Home Office,Office Supplies,Art,Art Item 32,466.21,7,0.2,108.79
ORD-1389,2023-10-27,East,Consumer,Furniture,Chairs,Chairs Item 15,1442.87,1,0.1,266.48
ORD-1390,2024-08-02,West,Corporate,Office Supplies,Storage,Storage Item 33,1390.96,8,0.3,174.75
ORD-1391,2024-01-11,Central,Home Office,Furniture,Chairs,Chairs Item 49,511.08,9,0.0,3.79
ORD-1392,2023-04-15,West,Corporate,Office Supplies,Art,Art Item 3,371.38,4,0.1,128.15
ORD-1393,2024-03-25,Central,Consumer,Technology,Machines,Machines Item 14,1170.95,2,0.0,47.44
ORD-1394,2024-09-22,South,Consumer,Office Supplies,Storage,Storage Item 14,929.39,3,0.0,342.36
ORD-1395,2024-07-05,Central,Home Office,Furniture,Bookcases,Bookcases Item 46,315.17,3,0.1,47.82
ORD-1396,2024-11-26,Central,Home Office,Technology,Machines,Machines Item 49,1016.72,2,0.0,169.66
ORD-1397,2023-05-10,Central,Home Office,Technology,Phones,Phones Item 10,46.04,3,0.0,14.88
ORD-1398,2024-02-07,West,Home Office,Office Supplies,Storage,Storage Item 37,1864.92,8,0.0,259.37
ORD-1399,2024-04-07,South,Corporate,Office Supplies,Storage,Storage Item 26,1396.34,2,0.0,493.61
ORD-1400,2024-05-14,Central,Corporate,Office Supplies,Storage,Storage Item 1,1417.4,6,0.3,-153.75
ORD-1401,2024-11-11,South,Home Office,Office Supplies,Binders,Binders Item 35,1156.81,6,0.0,189.75
ORD-1402,2024-05-21,South,Consumer,Technology,Accessories,Accessories Item 19,854.02,5,0.1,206.56
ORD-1403,2024-11-29,South,Corporate,Technology,Accessories,Accessories Item 7,1869.39,1,0.0,664.27
ORD-1404,2023-06-11,East,Consumer,Office Supplies,Art,Art Item 1,907.17,8,0.2,-119.8
ORD-1405,2023-11-06,West,Home Office,Technology,Accessories,Accessories Item 6,1969.83,3,0.1,597.53
ORD-1406,2024-01-16,Central,Consumer,Office Supplies,Storage,Storage Item 26,258.08,3,0.0,90.97
ORD-1407,2024-11-02,West,Corporate,Office Supplies,Storage,Storage Item 1,1741.09,2,0.0,193.79
ORD-1408,2024-08-30,East,Consumer,Furniture,Furnishings,Furnishings Item 44,1186.64,4,0.3,46.76
ORD-1409,2023-12-18,East,Home Office,Technology,Phones,Phones Item 45,118.98,2,0.2,0.13
ORD-1410,2024-01-28,East,Consumer,Furniture,Furnishings,Furnishings Item 7,1607.68,2,0.0,-317.07
ORD-1411,2024-01-27,Central,Consumer,Technology,Machines,Machines Item 5,673.66,3,0.0,26.21
ORD-1412,2023-12-26,West,Corporate,Office Supplies,Binders,Binders Item 27,1079.42,4,0.0,379.86
ORD-1413,2023-04-13,West,Consumer,Office Supplies,Art,Art Item 38,699.23,3,0.0,5.71
ORD-1414,2023-11-19,Central,Corporate,Office Supplies,Art,Art Item 18,1477.63,3,0.0,
ORD-1415,2024-09-07,West,Home Office,Office Supplies,Binders,Binders Item 19,456.96,10,0.3,32.66
ORD-1416,2024-06-14,Central,Consumer,Office Supplies,Binders,Binders Item 13,290.31,10,0.3,-27.34
ORD-1417,2023-02-25,Central,Home Office,Office Supplies,Art,Art Item 25,1001.75,4,0.2,
ORD-1418,2024-08-31,South,Home Office,Furniture,Tables,Tables Item 1,1830.54,2,0.3,31.92
ORD-1419,2024-08-05,West,Corporate,Technology,Machines,Machines Item 35,1165.37,7,0.1,209.02
ORD-1420,2023-01-18,South,Consumer,Office Supplies,Paper,Paper Item 1,36.06,10,0.0,7.14
ORD-1421,2024-02-12,East,Consumer,Technology,Accessories,Accessories Item 41,364.29,9,0.1,137.21
ORD-1422,2024-02-16,South,Home Office,Office Supplies,Art,Art Item 35,305.84,2,0.3,14.92
ORD-1423,2023-11-14,Central,Consumer,Office Supplies,Paper,Paper Item 14,179.85,2,0.3,71.6
ORD-1424,2024-10-11,South,Home Office,Furniture,Bookcases,Bookcases Item 45,1009.37,2,0.1,158.7
ORD-1425,2023-03-30,East,Consumer,Technology,Accessories,Accessories Item 30,143.48,7,0.0,35.87
ORD-1426,2024-11-04,Central,Home Office,Office Supplies,Binders,Binders Item 1,427.71,3,0.0,144.92
ORD-1427,2024-05-23,East,Consumer,Office Supplies,Paper,Paper Item 34,418.23,6,0.3,-35.8
ORD-1428,2023-05-10,West,Corporate,Office Supplies,Storage,Storage Item 50,82.73,5,0.0,6.89
ORD-1429,2024-06-20,South,Corporate,Furniture,Bookcases,Bookcases Item 46,1134.03,2,0.1,-182.1
ORD-1430,2024-06-07,South,Corporate,Office Supplies,Binders,Binders Item 32,1553.3,6,0.0,111.8
ORD-1431,2023-09-19,Central,Consumer,Office Supplies,Paper,Paper Item 44,1053.54,2,0.3,67.91
ORD-1432,2024-06-05,West,Home Office,Office Supplies,Binders,Binders Item 1,807.52,1,0.0,109.65
ORD-1433,2024-01-28,South,Corporate,Furniture,Chairs,Chairs Item 3,318.93,3,0.0,-28.97
ORD-1434,2023-09-12,West,Corporate,Office Supplies,Art,Art Item 18,1724.95,7,0.1,634.21
ORD-1435,2024-11-20,East,Home Office,Furniture,Bookcases,Bookcases Item 15,752.89,1,0.0,-28.27
ORD-1436,2024-04-21,South,Consumer,Office Supplies,Binders,Binders Item 21,1291.56,5,0.1,58.43
ORD-1437,2023-07-25,East,Corporate,Furniture,Furnishings,Furnishings Item 20,60.52,5,0.3,-6.43
ORD-1438,2024-08-28,South,Corporate,Office Supplies,Paper,Paper Item 47,1434.78,8,0.0,280.29
ORD-1439,2024-02-24,West,Consumer,Office Supplies,Paper,Paper Item 35,63.92,1,0.0,-4.27
ORD-1440,2024-11-04,Central,Consumer,Technology,Phones,Phones Item 7,469.84,7,0.1,95.44
ORD-1441,2023-03-03,South,Corporate,Furniture,Tables,Tables Item 6,49.22,3,0.1,
ORD-1442,2024-01-17,South,Home Office,Furniture,Tables,Tables Item 38,1601.83,8,0.0,-148.77
ORD-1443,2024-08-29,South,Consumer,Furniture,Tables,Tables Item 28,1308.96,10,0.0,-74.73
ORD-1444,2023-09-25,West,Corporate,Office Supplies,Paper,Paper Item 45,207.89,6,0.2,-11.25
ORD-1445,2023-10-06,Central,Corporate,Office Supplies,Storage,Storage Item 13,1447.31,4,0.0,453.61
ORD-1446,2023-06-18,West,Consumer,Furniture,Chairs,Chairs Item 21,1662.14,8,0.2,63.68
ORD-1447,2024-04-07,Central,Consumer,Technology,Phones,Phones Item 17,1339.49,5,0.2,-103.15
ORD-1448,2023-11-08,West,Home Office,Furniture,Chairs,Chairs Item 14,593.36,10,0.0,200.44
ORD-1449,2023-09-12,East,Home Office,Technology,Accessories,Accessories Item 33,35.87,6,0.2,-5.33
ORD-1450,2023-02-01,Central,Consumer,Furniture,Bookcases,Bookcases Item 36,423.69,7,0.2,-77.99
ORD-1451,2023-04-15,East,Corporate,Office Supplies,Paper,Paper Item 1,371.06,3,0.0,55.59
ORD-1452,2024-02-15,West,Consumer,Furniture,Tables,Tables Item 38,848.63,6,0.0,284.8
ORD-1453,2023-03-08,East,Consumer,Office Supplies,Storage,Storage Item 9,1636.71,4,0.2,8.33
ORD-1454,2024-04-17,East,Consumer,Furniture,Bookcases,Bookcases Item 37,526.25,1,0.0,14.64
ORD-1455,2024-01-27,South,Consumer,Technology,Copiers,Copiers Item 23,1184.69,7,0.0,-46.39
ORD-1456,2024-04-01,Central,Corporate,Furniture,Tables,Tables Item 40,1252.06,3,0.0,57.15
ORD-1457,2024-02-26,Central,Corporate,Office Supplies,Paper,Paper Item 4,1108.57,9,0.2,68.37
ORD-1458,2024-03-05,South,Consumer,Furniture,Bookcases,Bookcases Item 16,595.99,4,0.3,219.96
ORD-1459,2024-01-03,South,Home Office,Office Supplies,Binders,Binders Item 32,1529.58,8,0.3,-177.33
ORD-1460,2023-07-04,South,Corporate,Technology,Machines,Machines Item 39,1738.25,1,0.1,160.72
ORD-1461,2024-04-28,Central,Consumer,Furniture,Chairs,Chairs Item 50,1790.16,9,0.1,501.09
ORD-1462,2023-09-11,West,Consumer,Office Supplies,Paper,Paper Item 35,856.17,4,0.1,-159.69
ORD-1463,2024-02-02,West,Home Office,Office Supplies,Binders,Binders Item 12,544.67,6,0.0,68.07
ORD-1464,2023-01-29,Central,Home Office,Furniture,Bookcases,Bookcases Item 37,1270.62,6,0.3,-57.52
ORD-1465,2023-11-13,South,Home Office,Furniture,Tables,Tables Item 3,287.32,3,0.2,86.47
ORD-1466,2023-08-13,West,Home Office,Furniture,Chairs,Chairs Item 31,1968.96,1,0.3,227.25
ORD-1467,2023-12-15,West,Consumer,Furniture,Bookcases,Bookcases Item 4,351.64,3,0.1,-12.88
ORD-1468,2024-06-22,West,Consumer,Furniture,Tables,Tables Item 24,46.6,6,0.0,16.24
ORD-1469,2023-11-06,East,Corporate,Office Supplies,Art,Art Item 11,244.32,6,0.0,35.65
ORD-1470,2023-11-21,South,Home Office,Office Supplies,Art,Art Item 45,555.37,3,0.3,73.59
ORD-1471,2024-08-26,West,Home Office,Office Supplies,Storage,Storage Item 20,1306.33,3,0.2,389.08
ORD-1472,2023-01-02,West,Consumer,Office Supplies,Storage,Storage Item 50,420.78,10,0.2,-81.38
ORD-1473,2023-11-22,West,Home Office,Office Supplies,Binders,Binders Item 41,282.4,10,0.0,96.02
ORD-1474,2023-12-06,South,Consumer,Office Supplies,Binders,Binders Item 23,1749.04,2,0.0,277.13
ORD-1475,2024-11-17,East,Home Office,Technology,Accessories,Accessories Item 1,1205.03,6,0.2,239.83
ORD-1476,2023-03-11,West,Home Office,Technology,Accessories,Accessories Item 7,358.99,6,0.1,125.16
ORD-1477,2024-03-24,East,Corporate,Office Supplies,Binders,Binders Item 27,843.35,7,0.0,25.2
ORD-1478,2024-01-20,Central,Home Office,Technology,Copiers,Copiers Item 37,1042.65,2,0.2,-179.15
ORD-1479,2023-03-17,West,Corporate,Office Supplies,Paper,Paper Item 2,340.9,1,0.1,82.78
ORD-1480,2023-12-17,East,Consumer,Technology,Machines,Machines Item 11,174.77,3,0.2,28.29
ORD-1481,2024-08-31,East,Corporate,Office Supplies,Binders,Binders Item 46,498.24,10,0.2,16.73
ORD-1482,2024-03-20,West,Home Office,Furniture,Furnishings,Furnishings Item 7,584.5,3,0.0,7.83
ORD-1483,2024-12-14,West,Corporate,Technology,Accessories,Accessories Item 17,1440.9,9,0.3,-31.31
ORD-1484,2023-04-09,Central,Consumer,Office Supplies,Storage,Storage Item 37,1137.15,1,0.2,97.37
ORD-1485,2024-01-05,West,Consumer,Office Supplies,Art,Art Item 6,1330.71,1,0.2,481.85
ORD-1486,2023-01-27,West,Consumer,Technology,Copiers,Copiers Item 41,1467.82,4,0.0,-104.27
ORD-1487,2023-11-12,South,Consumer,Technology,Phones,Phones Item 32,72.05,7,0.2,-3.07
ORD-1488,2024-07-11,East,Home Office,Office Supplies,Storage,Storage Item 24,1194.21,7,0.0,-201.99
ORD-1489,2023-02-15,West,Corporate,Technology,Machines,Machines Item 30,997.77,5,0.2,157.75
ORD-1490,2023-03-05,Central,Home Office,Technology,Accessories,Accessories Item 6,675.15,3,0.0,177.26
ORD-1491,2023-08-21,South,Home Office,Office Supplies,Storage,Storage Item 25,222.13,9,0.0,-34.41
ORD-1492,2023-08-30,South,Home Office,Office Supplies,Art,Art Item 6,1459.1,8,0.1,141.96
ORD-1493,2024-04-04,West,Consumer,Technology,Phones,Phones Item 14,1379.92,3,0.0,84.03
ORD-1494,2023-03-22,East,Corporate,Furniture,Tables,Tables Item 41,500.34,7,0.0,145.83
ORD-1495,2023-03-10,Central,Home Office,Furniture,Bookcases,Bookcases Item 36,1600.84,2,0.2,347.09
ORD-1496,2024-04-14,Central,Home Office,Technology,Machines,Machines Item 38,551.57,1,0.3,85.02
ORD-1497,2023-06-03,East,Corporate,Office Supplies,Art,Art Item 38,728.34,3,0.3,-105.65
ORD-1498,2023-04-14,East,Home Office,Office Supplies,Binders,Binders Item 23,1835.45,5,0.3,-216.42
ORD-1499,2024-05-12,South,Home Office,Technology,Machines,Machines Item 31,1900.97,10,0.3,128.51
ORD-1500,2023-05-28,Central,Corporate,Furniture,Tables,Tables Item 44,378.41,10,0.3,47.35
ORD-1501,2023-12-06,East,Corporate,Office Supplies,Art,Art Item 48,1747.16,4,0.0,418.16
ORD-1502,2023-12-12,Central,Consumer,Technology,Machines,Machines Item 18,1615.06,5,0.1,315.37
ORD-1503,2023-11-04,West,Consumer,Technology,Phones,Phones Item 18,1387.63,8,0.1,429.5
ORD-1504,2024-03-28,East,Consumer,Office Supplies,Art,Art Item 48,506.84,4,0.2,47.47
ORD-1505,2023-06-12,East,Home Office,Technology,Machines,Machines Item 46,450.21,2,0.1,176.75
ORD-1506,2024-08-05,West,Home Office,Office Supplies,Art,Art Item 13,1888.68,1,0.0,-333.06
ORD-1507,2024-04-12,West,Consumer,Furniture,Chairs,Chairs Item 46,1414.09,1,0.1,502.21
ORD-1508,2024-06-01,Central,Corporate,Furniture,Bookcases,Bookcases Item 44,369.34,7,0.0,51.99
ORD-1509,2024-08-31,Central,Corporate,Furniture,Tables,Tables Item 31,1831.82,8,0.0,-329.05
ORD-1510,2023-09-22,Central,Consumer,Office Supplies,Storage,Storage Item 2,1397.87,2,0.1,-30.18
ORD-1511,2023-08-08,West,Home Office,Technology,Phones,Phones Item 44,1849.55,4,0.0,707.7
